Transaction_date,Transaction_ID,Gender,Age,Marital_status,State_names,Segment,Employed_status,Payment_method,Referal,Amount_spent,Age_Group
07/08/2019,151768,Male,49,Single,Indiana,Silver,Employed,PayPal,1,$789.08,40-49
07/09/2019,151769,Female,47,Married,Alaska,Basic,Employed,Card,1,"$1,988.38",40-49
07/09/2019,151770,Female,37,Married,Missouri,Silver,Unknown,Card,0,"$1,624.95",30-39
07/10/2019,151771,Male,0,Single,Kentucky,Basic,Employed,Card,1,$61.35,90 & Above
07/10/2019,151772,Male,50,Married,New Hampshire,Basic,Employed,PayPal,1,"$1,775.72",50-59
07/11/2019,151773,Male,43,Single,Maryland,Platinum,Self-Employed,PayPal,1,"$1,720.85",40-49
07/12/2019,151774,Male,66,Single,Montana,Basic,Employed,Card,1,"$2,549.44",60-69
07/12/2019,151775,Male,19,Married,Wisconsin,Basic,Employed,Other,0,"$2,909.20",15-19
7/13/2019,151776,Female,37,Married,Ohio,Basic,Unemployed,Card,1,$0.00,30-39
7/13/2019,151777,Male,51,Single,North Carolina,Missing,Employed,PayPal,1,"$2,997.15",50-59
7/13/2019,151778,Male,24,Single,Washington,Platinum,Employed,PayPal,0,"$2,042.64",20-29
7/14/2019,151779,Male,32,Single,Massachusetts,Gold,Employed,PayPal,1,"$2,453.04",30-39
7/15/2019,151780,Male,15,Single,Michigan,Missing,Employed,Other,0,$547.09,15-19
7/15/2019,151781,Male,46,Married,Nevada,Basic,Self-Employed,Other,1,$681.71,40-49
7/16/2019,151782,Female,60,Married,Hawaii,Basic,Employed,Card,0,"$1,601.24",60-69
7/16/2019,151783,Female,43,Single,Hawaii,Gold,Self-Employed,Card,0,"$1,450.98",40-49
7/16/2019,151784,Female,46,Married,Georgia,Basic,Employed,PayPal,1,$0.00,40-49
7/17/2019,151785,Female,62,Married,Wisconsin,Basic,Employed,Card,1,$84.67,60-69
7/17/2019,151786,Male,39,Married,Colorado,Basic,Employed,PayPal,1,"$2,917.66",30-39
7/17/2019,151787,Female,73,Single,Oregon,Basic,Employed,Card,0,"$2,041.54",70-79
7/17/2019,151788,Male,38,Married,Arizona,Basic,Employed,PayPal,1,"$1,710.21",30-39
7/17/2019,151789,Male,71,Married,Louisiana,Silver,Employed,Card,1,"$2,548.20",70-79
7/17/2019,151790,Male,54,Married,Nevada,Basic,Self-Employed,PayPal,0,"$1,115.13",50-59
7/17/2019,151791,Female,34,Married,Washington,Basic,Employed,Other,0,$489.78,30-39
7/17/2019,151792,Female,42,Married,Michigan,Basic,Employed,Card,1,"$2,775.69",40-49
7/17/2019,151793,Female,27,Married,Arkansas,Basic,Employed,Other,1,$0.00,20-29
7/18/2019,151794,Female,25,Single,Georgia,Basic,Self-Employed,Card,1,"$1,381.78",20-29
7/18/2019,151795,Male,16,Married,Illinois,Basic,Employed,Card,0,$0.00,15-19
7/18/2019,151796,Male,34,Single,Oregon,Basic,Employed,Other,0,$581.83,30-39
7/19/2019,151797,Male,71,Single,Kentucky,Basic,Employed,PayPal,0,"$2,037.59",70-79
7/19/2019,151798,Female,75,Single,Colorado,Basic,Self-Employed,Card,1,$836.55,70-79
7/19/2019,151799,Female,18,Single,West Virginia,Basic,Employed,PayPal,1,$0.00,15-19
7/19/2019,151800,Female,46,Single,Alabama,Silver,Employed,Card,1,$0.00,40-49
7/19/2019,151801,Female,56,Single,Nebraska,Silver,Employed,PayPal,1,"$1,234.26",50-59
7/20/2019,151802,Male,32,Single,Florida,Gold,Employed,PayPal,0,"$1,504.25",30-39
7/20/2019,151803,Male,24,Married,New Hampshire,Platinum,Employed,Card,0,$897.10,20-29
7/21/2019,151804,Female,46,Married,Oregon,Platinum,Employed,Card,1,"$1,746.47",40-49
7/21/2019,151805,Male,43,Married,Alabama,Silver,Employed,PayPal,1,$87.88,40-49
7/21/2019,151806,Male,18,Single,Illinois,Platinum,Employed,Other,0,"$1,650.69",15-19
7/21/2019,151807,Male,21,Married,Georgia,Basic,Employed,PayPal,1,"$2,611.18",20-29
7/21/2019,151808,Male,64,Married,Arkansas,Silver,Employed,Card,1,"$1,760.23",60-69
7/22/2019,151809,Male,54,Single,Arizona,Platinum,Self-Employed,Other,0,"$1,860.03",50-59
7/22/2019,151810,Female,15,Single,Montana,Platinum,Unemployed,Card,0,"$2,754.90",15-19
7/23/2019,151811,Female,24,Married,Alabama,Basic,Employed,PayPal,0,$270.93,20-29
7/23/2019,151812,Unknown,53,Married,Wisconsin,Silver,Employed,PayPal,1,$467.43,50-59
7/23/2019,151813,Female,67,Single,Utah,Basic,Self-Employed,Card,0,"$1,364.98",60-69
7/23/2019,151814,Female,36,Single,Vermont,Silver,Employed,Card,1,$0.00,30-39
7/23/2019,151815,Female,68,Single,Michigan,Basic,Employed,PayPal,1,$104.54,60-69
7/23/2019,151816,Female,43,Married,South Dakota,Basic,Self-Employed,Other,1,"$2,527.24",40-49
7/24/2019,151817,Male,64,Married,Idaho,Silver,Employed,PayPal,1,"$1,935.35",60-69
7/25/2019,151818,Female,46,Single,Missouri,Basic,Unemployed,Card,0,$129.95,40-49
7/25/2019,151819,Male,75,Married,Delaware,Silver,Self-Employed,Card,1,$0.00,70-79
7/25/2019,151820,Female,41,Single,Hawaii,Basic,Self-Employed,PayPal,1,"$2,623.07",40-49
7/25/2019,151821,Female,77,Single,Utah,Gold,Employed,Other,1,"$1,902.46",70-79
7/25/2019,151822,Female,38,Single,New Hampshire,Gold,Self-Employed,PayPal,1,"$1,873.51",30-39
7/26/2019,151823,Female,50,Married,Vermont,Gold,Employed,Other,1,"$1,349.31",50-59
7/26/2019,151824,Female,46,Married,Ohio,Platinum,Employed,Card,1,"$2,081.86",40-49
7/27/2019,151825,Male,64,Married,Louisiana,Platinum,Employed,Card,0,$841.44,60-69
7/27/2019,151826,Male,67,Single,Nebraska,Gold,Employed,PayPal,0,$0.00,60-69
7/28/2019,151827,Male,62,Single,Oregon,Platinum,Employed,Other,0,$767.69,60-69
7/28/2019,151828,Male,69,Married,Oregon,Basic,Employed,Other,1,$306.16,60-69
7/28/2019,151829,Male,59,Married,Maryland,Basic,Self-Employed,PayPal,0,$533.64,50-59
7/28/2019,151830,Male,39,Married,Montana,Platinum,Unemployed,Other,0,$0.00,30-39
7/29/2019,151831,Female,40,Married,Florida,Platinum,Employed,PayPal,1,$696.84,40-49
7/29/2019,151832,Female,75,Single,Michigan,Basic,Employed,PayPal,0,$169.82,70-79
7/29/2019,151833,Female,40,Married,South Dakota,Basic,Self-Employed,PayPal,1,$0.00,40-49
7/29/2019,151834,Female,54,Married,Hawaii,Basic,Employed,Other,0,"$1,208.94",50-59
7/29/2019,151835,Male,45,Married,Tennessee,Missing,Employed,PayPal,1,$117.56,40-49
7/29/2019,151836,Male,36,Married,Washington,Silver,Employed,Card,1,"$2,055.39",30-39
7/30/2019,151837,Female,40,Single,Illinois,Basic,Unemployed,PayPal,1,"$1,160.65",40-49
7/30/2019,151838,Female,68,Married,Arkansas,Silver,Employed,PayPal,1,"$1,044.78",60-69
7/30/2019,151839,Female,55,Single,Connecticut,Gold,Employed,Other,1,"$2,776.96",50-59
7/31/2019,151840,Male,32,Single,Arizona,Silver,Unemployed,PayPal,0,$762.74,30-39
7/31/2019,151841,Female,72,Single,New Mexico,Basic,Self-Employed,PayPal,1,"$1,717.11",70-79
08/01/2019,151842,Female,62,Single,Minnesota,Platinum,Unemployed,Other,1,"$1,650.65",60-69
08/01/2019,151843,Female,55,Married,Pennsylvania,Basic,Unemployed,Other,1,"$2,917.55",50-59
08/02/2019,151844,Female,18,Single,Michigan,Missing,Self-Employed,PayPal,0,"$1,689.33",15-19
08/02/2019,151845,Female,0,Single,Vermont,Platinum,Employed,PayPal,1,$436.52,90 & Above
08/02/2019,151846,Female,53,Married,Oklahoma,Silver,Employed,PayPal,0,$279.19,50-59
08/03/2019,151847,Male,61,Single,Hawaii,Basic,Employed,Other,1,"$2,863.09",60-69
08/03/2019,151848,Unknown,15,Married,Tennessee,Platinum,Self-Employed,PayPal,1,"$1,921.83",15-19
08/05/2019,151849,Male,24,Married,Rhode Island,Basic,Employed,Card,1,"$1,157.79",20-29
08/05/2019,151850,Female,73,Single,New York,Silver,Employed,PayPal,0,$0.00,70-79
08/05/2019,151851,Male,24,Married,North Dakota,Silver,Employed,PayPal,0,"$1,802.33",20-29
08/05/2019,151852,Female,35,Married,Connecticut,Gold,Employed,PayPal,0,$702.87,30-39
08/05/2019,151853,Female,65,Married,Arizona,Platinum,Employed,PayPal,0,"$1,534.10",60-69
08/05/2019,151854,Male,35,Single,Indiana,Missing,Unemployed,PayPal,1,"$1,357.68",30-39
08/06/2019,151855,Female,22,Married,Michigan,Gold,Employed,PayPal,0,"$2,960.52",20-29
08/06/2019,151856,Female,15,Married,Florida,Basic,Employed,Other,1,$756.95,15-19
08/06/2019,151857,Female,65,Married,West Virginia,Basic,Employed,PayPal,1,$264.74,60-69
08/07/2019,151858,Male,65,Single,North Carolina,Missing,Self-Employed,PayPal,0,"$1,759.15",60-69
08/07/2019,151859,Female,63,Married,Massachusetts,Gold,Self-Employed,PayPal,1,"$2,487.49",60-69
08/08/2019,151860,Male,47,Single,Arizona,Basic,Employed,Card,1,$677.54,40-49
08/08/2019,151861,Female,38,Married,South Dakota,Platinum,Employed,PayPal,1,$501.86,30-39
08/08/2019,151862,Female,42,Married,Minnesota,Platinum,Employed,Card,0,$0.00,40-49
08/08/2019,151863,Male,16,Single,New York,Silver,Employed,PayPal,1,"$1,297.29",15-19
08/08/2019,151864,Male,57,Single,Massachusetts,Basic,Employed,PayPal,0,$697.55,50-59
08/08/2019,151865,Male,55,Married,New Mexico,Basic,Employed,Other,1,"$1,121.06",50-59
08/08/2019,151866,Female,55,Single,North Carolina,Missing,Employed,Other,1,$391.88,50-59
08/09/2019,151867,Female,28,Single,Utah,Platinum,Unemployed,PayPal,1,$945.26,20-29
08/10/2019,151868,Female,37,Married,Montana,Basic,Employed,Other,1,$397.91,30-39
08/10/2019,151869,Male,35,Married,Texas,Basic,Unemployed,Card,0,"$2,917.04",30-39
08/10/2019,151870,Female,26,Single,Florida,Basic,Unknown,PayPal,1,$938.74,20-29
08/10/2019,151871,Female,63,Married,South Dakota,Gold,Employed,Other,1,$675.06,60-69
08/11/2019,151872,Male,78,Married,New Mexico,Basic,Employed,Card,0,"$1,020.20",70-79
08/12/2019,151873,Male,56,Single,Nebraska,Basic,Self-Employed,Other,1,$158.60,50-59
08/12/2019,151874,Female,53,Married,Washington,Platinum,Employed,PayPal,1,$218.06,50-59
08/12/2019,151875,Female,34,Married,Wisconsin,Basic,Employed,Card,0,"$2,814.33",30-39
08/12/2019,151876,Female,69,Married,Pennsylvania,Basic,Unknown,PayPal,1,$101.23,60-69
8/13/2019,151877,Female,30,Single,Alaska,Basic,Employed,Card,0,"$1,875.29",30-39
8/14/2019,151878,Female,31,Single,Kansas,Platinum,Self-Employed,PayPal,0,$875.04,30-39
8/14/2019,151879,Female,57,Married,West Virginia,Platinum,Employed,PayPal,0,$148.88,50-59
8/14/2019,151880,Male,55,Single,New Mexico,Basic,Employed,PayPal,1,$0.00,50-59
8/14/2019,151881,Female,76,Married,Arizona,Basic,Unemployed,PayPal,1,$0.00,70-79
8/14/2019,151882,Male,31,Single,Maine,Basic,Self-Employed,Other,0,$216.26,30-39
8/14/2019,151883,Male,33,Single,Georgia,Platinum,Employed,PayPal,1,$191.01,30-39
8/14/2019,151884,Female,40,Married,Wyoming,Silver,Employed,Other,1,$0.00,40-49
8/14/2019,151885,Female,50,Single,Wyoming,Gold,Employed,Card,1,$159.32,50-59
8/15/2019,151886,Male,26,Single,Montana,Gold,Employed,PayPal,0,"$1,150.77",20-29
8/15/2019,151887,Male,31,Single,South Dakota,Platinum,Employed,PayPal,1,"$1,124.26",30-39
8/15/2019,151888,Male,40,Single,Mississippi,Basic,Self-Employed,Other,0,$106.73,40-49
8/15/2019,151889,Male,67,Single,Mississippi,Basic,Employed,Other,1,$947.92,60-69
8/15/2019,151890,Male,34,Married,South Dakota,Missing,Self-Employed,Other,1,$182.09,30-39
8/16/2019,151891,Female,56,Married,Idaho,Basic,Employed,Other,0,$408.06,50-59
8/16/2019,151892,Female,34,Married,New Mexico,Platinum,Self-Employed,Card,1,"$1,589.97",30-39
8/16/2019,151893,Female,48,Married,Missouri,Gold,Employed,Card,1,"$2,971.30",40-49
8/17/2019,151894,Male,40,Married,North Carolina,Silver,Employed,Other,1,"$1,651.40",40-49
8/17/2019,151895,Male,50,Single,Washington,Basic,Self-Employed,Other,1,$0.00,50-59
8/17/2019,151896,Female,75,Married,Alaska,Gold,Employed,PayPal,0,"$2,615.89",70-79
8/17/2019,151897,Female,57,Married,Oregon,Silver,Employed,Card,1,"$1,872.97",50-59
8/17/2019,151898,Male,27,Single,Utah,Basic,Self-Employed,PayPal,0,"$1,137.22",20-29
8/18/2019,151899,Female,40,Married,Massachusetts,Gold,Unemployed,PayPal,1,"$2,705.93",40-49
8/18/2019,151900,Male,43,Married,Texas,Silver,Unemployed,Card,1,$604.11,40-49
8/19/2019,151901,Male,72,Single,New York,Silver,Unemployed,Card,0,"$1,488.16",70-79
8/20/2019,151902,Female,68,Single,Oregon,Basic,Self-Employed,PayPal,0,$0.00,60-69
8/20/2019,151903,Male,35,Married,Rhode Island,Gold,Employed,Other,1,"$2,032.63",30-39
8/20/2019,151904,Female,37,Married,Arkansas,Gold,Unemployed,PayPal,1,$887.97,30-39
8/21/2019,151905,Female,19,Married,Oklahoma,Silver,Employed,PayPal,1,$725.91,15-19
8/22/2019,151906,Female,66,Married,Iowa,Basic,Self-Employed,Other,0,$588.61,60-69
8/22/2019,151907,Male,43,Married,Virginia,Silver,Self-Employed,Card,1,$42.98,40-49
8/23/2019,151908,Female,19,Married,Nevada,Gold,Employed,Other,1,"$1,895.93",15-19
8/23/2019,151909,Female,18,Married,New Hampshire,Platinum,Employed,PayPal,1,$0.00,15-19
8/23/2019,151910,Female,31,Single,Illinois,Silver,Employed,PayPal,1,"$1,322.08",30-39
8/23/2019,151911,Female,40,Single,Washington,Silver,Employed,PayPal,1,$182.35,40-49
8/24/2019,151912,Female,37,Married,New Mexico,Basic,Unemployed,Other,1,$287.77,30-39
8/24/2019,151913,Female,73,Married,Iowa,Basic,Employed,PayPal,1,"$1,106.89",70-79
8/24/2019,151914,Female,29,Married,Maine,Basic,Self-Employed,Card,0,"$1,295.42",20-29
8/25/2019,151915,Male,42,Single,West Virginia,Gold,Self-Employed,Card,0,$608.33,40-49
8/25/2019,151916,Female,53,Married,Oregon,Basic,Employed,PayPal,1,$639.25,50-59
8/25/2019,151917,Female,15,Single,New Jersey,Silver,Self-Employed,PayPal,1,"$1,417.01",15-19
8/25/2019,151918,Female,58,Married,Maine,Basic,Self-Employed,Other,1,"$2,536.59",50-59
8/25/2019,151919,Female,74,Married,Georgia,Basic,Employed,PayPal,1,$861.93,70-79
8/26/2019,151920,Female,0,Married,Indiana,Basic,Employed,Card,1,"$1,239.91",90 & Above
8/26/2019,151921,Female,38,Married,Texas,Basic,Unemployed,PayPal,1,$0.00,30-39
8/26/2019,151922,Female,45,Single,Ohio,Basic,Employed,Other,0,"$1,954.97",40-49
8/27/2019,151923,Male,45,Married,Louisiana,Basic,Employed,Other,0,"$1,671.72",40-49
8/27/2019,151924,Male,63,Married,Minnesota,Silver,Employed,Card,1,"$1,142.52",60-69
8/27/2019,151925,Male,56,Single,Georgia,Basic,Employed,PayPal,1,"$1,567.64",50-59
8/28/2019,151926,Female,62,Married,Kentucky,Platinum,Self-Employed,PayPal,1,"$1,326.95",60-69
8/28/2019,151927,Female,39,Married,Kansas,Basic,Employed,PayPal,0,$0.00,30-39
8/28/2019,151928,Male,35,Married,Nevada,Gold,Self-Employed,PayPal,0,"$1,935.00",30-39
8/29/2019,151929,Male,25,Married,Idaho,Silver,Self-Employed,Other,1,"$2,568.34",20-29
8/30/2019,151930,Male,25,Single,Colorado,Platinum,Employed,PayPal,1,"$1,198.81",20-29
8/30/2019,151931,Male,44,Single,Illinois,Basic,Employed,Card,1,"$2,996.82",40-49
8/30/2019,151932,Female,22,Married,California,Basic,Employed,PayPal,1,"$1,510.28",20-29
8/30/2019,151933,Male,49,Single,Connecticut,Silver,Self-Employed,PayPal,0,$896.07,40-49
8/30/2019,151934,Male,54,Single,Minnesota,Basic,Self-Employed,PayPal,0,$227.66,50-59
8/31/2019,151935,Female,16,Married,South Dakota,Basic,Unemployed,Card,1,$0.00,15-19
09/01/2019,151936,Male,54,Single,Kentucky,Basic,Employed,PayPal,1,"$2,654.79",50-59
09/01/2019,151937,Female,39,Single,New York,Missing,Employed,PayPal,1,"$1,426.26",30-39
09/01/2019,151938,Male,0,Married,Alaska,Basic,Employed,PayPal,1,$664.37,90 & Above
09/01/2019,151939,Female,56,Single,New Hampshire,Basic,Employed,Card,1,"$1,049.31",50-59
09/02/2019,151940,Male,41,Married,South Carolina,Platinum,Employed,PayPal,0,$0.00,40-49
09/02/2019,151941,Male,63,Married,Louisiana,Basic,Self-Employed,PayPal,0,$383.85,60-69
09/02/2019,151942,Female,72,Single,Arizona,Missing,Employed,Card,1,$540.38,70-79
09/02/2019,151943,Female,0,Single,Pennsylvania,Basic,Employed,Other,0,"$1,431.32",90 & Above
09/03/2019,151944,Female,78,Married,New Hampshire,Basic,Self-Employed,PayPal,1,"$2,966.31",70-79
09/03/2019,151945,Male,24,Single,Iowa,Platinum,Employed,Other,1,$0.00,20-29
09/04/2019,151946,Female,40,Married,Louisiana,Basic,Employed,Other,1,$326.44,40-49
09/04/2019,151947,Female,36,Married,Louisiana,Silver,Employed,PayPal,0,$681.16,30-39
09/05/2019,151948,Male,24,Married,Arizona,Platinum,Employed,PayPal,1,"$1,486.56",20-29
09/05/2019,151949,Male,78,Married,California,Basic,Employed,PayPal,1,"$1,106.53",70-79
09/06/2019,151950,Male,36,Married,West Virginia,Basic,Employed,PayPal,0,"$2,540.97",30-39
09/06/2019,151951,Female,66,Married,South Carolina,Silver,Employed,Other,1,$696.50,60-69
09/07/2019,151952,Male,59,Married,New Mexico,Basic,Employed,Other,1,"$1,062.47",50-59
09/08/2019,151953,Female,44,Single,Wyoming,Basic,Self-Employed,PayPal,0,"$2,960.98",40-49
09/08/2019,151954,Male,66,Single,Nebraska,Basic,Employed,PayPal,1,$81.37,60-69
09/08/2019,151955,Male,18,Married,Vermont,Gold,Employed,PayPal,0,"$1,521.84",15-19
09/08/2019,151956,Male,53,Married,Indiana,Basic,Self-Employed,Other,1,"$2,070.51",50-59
09/08/2019,151957,Male,43,Married,Idaho,Gold,Employed,PayPal,1,$0.00,40-49
09/08/2019,151958,Male,72,Single,Rhode Island,Silver,Employed,PayPal,1,$0.00,70-79
09/10/2019,151959,Male,62,Married,New York,Missing,Employed,PayPal,1,"$1,804.60",60-69
09/11/2019,151960,Male,35,Single,Louisiana,Silver,Employed,Other,1,$0.00,30-39
09/12/2019,151961,Male,18,Married,Ohio,Basic,Employed,PayPal,0,"$1,733.78",15-19
09/12/2019,151962,Female,27,Single,Kentucky,Platinum,Employed,Card,1,$0.00,20-29
09/12/2019,151963,Female,59,Married,California,Missing,Employed,Card,0,$880.28,50-59
9/13/2019,151964,Male,36,Married,Colorado,Silver,Employed,PayPal,1,"$1,276.20",30-39
9/13/2019,151965,Male,65,Married,South Carolina,Platinum,Employed,Card,0,$56.63,60-69
9/13/2019,151966,Male,50,Married,Arkansas,Silver,Employed,PayPal,1,$393.80,50-59
9/14/2019,151967,Female,24,Single,North Dakota,Basic,Employed,PayPal,1,"$2,902.97",20-29
9/14/2019,151968,Female,71,Married,Idaho,Basic,Employed,Card,1,"$1,657.33",70-79
9/14/2019,151969,Female,36,Single,New York,Basic,Employed,Other,0,"$2,018.28",30-39
9/14/2019,151970,Female,46,Single,Maine,Basic,Employed,Card,1,"$1,031.63",40-49
9/15/2019,151971,Female,55,Single,Missouri,Platinum,Employed,PayPal,1,$779.96,50-59
9/15/2019,151972,Male,52,Single,Colorado,Basic,Employed,Other,1,"$1,868.24",50-59
9/15/2019,151973,Female,29,Married,Rhode Island,Missing,Self-Employed,PayPal,1,"$2,513.36",20-29
9/16/2019,151974,Male,32,Single,Arkansas,Basic,Employed,PayPal,1,"$2,733.00",30-39
9/16/2019,151975,Male,66,Single,Indiana,Basic,Employed,PayPal,1,$435.30,60-69
9/16/2019,151976,Male,71,Single,Oregon,Platinum,Unknown,PayPal,1,"$1,188.81",70-79
9/17/2019,151977,Female,17,Married,West Virginia,Basic,Self-Employed,PayPal,1,"$1,746.63",15-19
9/18/2019,151978,Male,37,Single,Wyoming,Silver,Self-Employed,PayPal,0,"$1,833.14",30-39
9/18/2019,151979,Female,34,Married,New Jersey,Platinum,Unemployed,PayPal,1,$0.00,30-39
9/19/2019,151980,Male,48,Married,Connecticut,Basic,Employed,PayPal,1,"$1,068.90",40-49
9/19/2019,151981,Female,56,Single,Maine,Gold,Employed,PayPal,1,"$2,687.66",50-59
9/19/2019,151982,Female,61,Married,Missouri,Basic,Employed,PayPal,1,$623.55,60-69
9/20/2019,151983,Female,28,Married,Virginia,Platinum,Self-Employed,PayPal,1,$498.27,20-29
9/20/2019,151984,Female,54,Married,Utah,Gold,Unknown,Card,1,$243.97,50-59
9/20/2019,151985,Female,76,Married,Michigan,Gold,Employed,Card,1,$539.10,70-79
9/20/2019,151986,Female,75,Married,Tennessee,Missing,Self-Employed,Other,0,$333.90,70-79
9/21/2019,151987,Female,74,Married,Massachusetts,Basic,Employed,Other,1,$68.46,70-79
9/22/2019,151988,Male,69,Single,Georgia,Missing,Employed,PayPal,1,$294.04,60-69
9/22/2019,151989,Male,52,Married,Indiana,Silver,Employed,PayPal,0,$675.01,50-59
9/23/2019,151990,Female,33,Single,Wisconsin,Platinum,Self-Employed,PayPal,1,"$1,809.60",30-39
9/23/2019,151991,Female,33,Married,Wisconsin,Gold,Employed,Card,0,"$1,085.15",30-39
9/23/2019,151992,Female,35,Married,California,Basic,Unemployed,Card,0,$564.27,30-39
9/23/2019,151993,Female,60,Married,California,Silver,Employed,Card,1,"$2,407.99",60-69
9/23/2019,151994,Female,0,Married,Alabama,Basic,Employed,PayPal,1,$0.00,90 & Above
9/24/2019,151995,Male,32,Married,Nevada,Silver,Self-Employed,PayPal,0,"$2,842.61",30-39
9/24/2019,151996,Male,20,Single,Virginia,Basic,Employed,PayPal,1,$234.15,20-29
9/24/2019,151997,Female,69,Single,Arizona,Basic,Employed,PayPal,1,$195.25,60-69
9/25/2019,151998,Female,30,Married,Michigan,Basic,Self-Employed,Other,1,$490.23,30-39
9/25/2019,151999,Female,34,Single,Arkansas,Platinum,Self-Employed,Card,1,$636.89,30-39
9/25/2019,152000,Male,40,Married,Hawaii,Silver,Employed,PayPal,1,"$1,931.67",40-49
9/25/2019,152001,Male,37,Married,Tennessee,Silver,Employed,Card,0,"$1,948.66",30-39
9/25/2019,152002,Female,22,Single,South Dakota,Gold,Employed,Card,0,"$2,007.54",20-29
9/25/2019,152003,Female,26,Married,West Virginia,Missing,Self-Employed,Card,1,"$2,020.07",20-29
9/25/2019,152004,Female,43,Single,Idaho,Gold,Employed,PayPal,1,"$1,227.65",40-49
9/26/2019,152005,Female,39,Married,Massachusetts,Silver,Employed,PayPal,0,"$2,010.70",30-39
9/27/2019,152006,Female,46,Single,Washington,Gold,Employed,Card,1,$553.18,40-49
9/27/2019,152007,Male,31,Single,Oregon,Silver,Self-Employed,Card,1,"$2,584.24",30-39
9/28/2019,152008,Male,70,Single,Kentucky,Silver,Self-Employed,Card,1,"$1,503.63",70-79
9/28/2019,152009,Female,72,Single,New Mexico,Basic,Employed,PayPal,1,$361.19,70-79
9/28/2019,152010,Female,67,Married,Tennessee,Silver,Employed,Card,0,"$2,918.71",60-69
9/29/2019,152011,Male,78,Single,Idaho,Platinum,Employed,PayPal,1,"$1,421.55",70-79
9/30/2019,152012,Male,45,Married,Missouri,Gold,Employed,Other,0,$0.00,40-49
9/30/2019,152013,Female,30,Married,Mississippi,Basic,Employed,PayPal,1,$532.29,30-39
9/30/2019,152014,Female,0,Married,Mississippi,Gold,Employed,Other,1,"$1,250.55",90 & Above
9/30/2019,152015,Female,77,Married,New York,Platinum,Employed,Card,1,$0.00,70-79
9/30/2019,152016,Female,26,Single,Arizona,Basic,Employed,PayPal,1,"$1,799.49",20-29
10/01/2019,152017,Female,59,Single,Virginia,Platinum,Employed,Other,1,$235.99,50-59
10/01/2019,152018,Female,28,Married,California,Gold,Employed,Card,1,"$1,887.30",20-29
10/01/2019,152019,Male,53,Single,Alabama,Basic,Employed,PayPal,1,$114.85,50-59
10/01/2019,152020,Female,47,Married,Texas,Basic,Employed,PayPal,1,"$1,679.77",40-49
10/01/2019,152021,Female,41,Married,South Carolina,Basic,Employed,Card,0,$486.79,40-49
10/01/2019,152022,Male,73,Married,Tennessee,Basic,Employed,Other,1,$663.83,70-79
10/01/2019,152023,Male,48,Single,West Virginia,Platinum,Employed,Other,1,$44.75,40-49
10/01/2019,152024,Female,71,Single,Connecticut,Basic,Employed,Other,1,"$2,640.15",70-79
10/01/2019,152025,Male,51,Single,Massachusetts,Missing,Unemployed,Card,1,$0.00,50-59
10/02/2019,152026,Male,69,Married,Maryland,Basic,Employed,PayPal,0,"$1,121.33",60-69
10/02/2019,152027,Female,20,Single,Colorado,Basic,Employed,PayPal,1,$910.33,20-29
10/02/2019,152028,Male,41,Married,Arkansas,Missing,Employed,PayPal,1,$56.13,40-49
10/02/2019,152029,Male,55,Married,North Carolina,Silver,Employed,Card,1,"$1,828.98",50-59
10/03/2019,152030,Female,37,Married,New Mexico,Basic,Employed,Card,0,"$1,122.19",30-39
10/03/2019,152031,Female,34,Single,Arkansas,Gold,Self-Employed,PayPal,1,$72.69,30-39
10/04/2019,152032,Female,28,Single,Nevada,Basic,Employed,Card,1,"$1,286.07",20-29
10/05/2019,152033,Female,63,Married,New Mexico,Gold,Employed,Card,1,"$1,913.23",60-69
10/05/2019,152034,Female,30,Single,New Jersey,Basic,Employed,Other,0,"$1,513.31",30-39
10/05/2019,152035,Female,24,Married,Nebraska,Basic,Employed,Card,1,"$1,083.55",20-29
10/06/2019,152036,Male,62,Married,North Dakota,Basic,Employed,PayPal,0,"$1,724.57",60-69
10/06/2019,152037,Unknown,57,Married,Oregon,Basic,Employed,PayPal,1,$882.42,50-59
10/07/2019,152038,Female,51,Single,North Carolina,Platinum,Employed,Card,1,"$2,567.73",50-59
10/08/2019,152039,Male,55,Single,North Dakota,Silver,Employed,Card,1,$719.14,50-59
10/08/2019,152040,Male,63,Married,Maine,Basic,Employed,PayPal,0,"$1,908.42",60-69
10/08/2019,152041,Female,19,Single,Washington,Basic,Employed,Card,1,"$1,283.18",15-19
10/08/2019,152042,Female,16,Married,Virginia,Silver,Employed,PayPal,0,"$1,141.17",15-19
10/08/2019,152043,Male,55,Married,Ohio,Basic,Self-Employed,Other,1,"$2,864.12",50-59
10/09/2019,152044,Female,47,Single,Alaska,Basic,Employed,PayPal,1,"$1,094.78",40-49
10/09/2019,152045,Female,0,Single,Illinois,Silver,Employed,Other,1,"$1,494.24",90 & Above
10/09/2019,152046,Female,54,Married,Delaware,Basic,Employed,Other,1,"$2,557.92",50-59
10/10/2019,152047,Male,63,Married,Alabama,Basic,Self-Employed,PayPal,1,"$2,876.36",60-69
10/10/2019,152048,Male,26,Single,Maryland,Silver,Unemployed,PayPal,1,$5.55,20-29
10/10/2019,152049,Male,59,Single,Louisiana,Basic,Employed,Card,0,$0.00,50-59
10/10/2019,152050,Male,56,Married,Kentucky,Gold,Employed,Card,1,$0.00,50-59
10/10/2019,152051,Male,36,Married,Mississippi,Basic,Self-Employed,Other,1,"$1,824.67",30-39
